plot_name,usda_key,height_class,cover,#_of_individuals,page,notes
C1X-1,MACA,1,0.1,,40,
C1X-1,PRSE,1,1,,40,
C1X-7,EUDI16,1,5,,41,
C1X-7,PAQU,1,1,,41,
C1X-7,MOSS,1,1,,41,
C1X-7,UVSE,1,0.1,,41,
C1X-7,VIAC,1,0.1,,41,
C1X-7,TSCA,2,3,,41,
C1X-7,FT,1,7,,41,
C1X-7,FT,2,3,,41,
C1X-7,FT,3,4,,41,
C1X-7,BELE,3,2,,41,
C1X-7,LITU,3,2,,41,
C1X-7,TSCA,3,0.1,,41,
C1X-6,POAC,1,10,,41,
C1X-6,TSCA,1,15,,41,
C1X-6,ACRU,1,0.1,1,41,
C1X-6,POPU4,1,3,,41,
C1X-6,GAPA3,1,1,,41,
C1X-6,FT,1,29,,41,
C1X-6,TSCA,2,4,,41,
C1X-6,TSCA,3,2,,41,
C1X-6,FT,2,4,,41,
C1X-6,FT,3,2,,41,
C1X-5,ARNU1,1,10,,42,
C1X-5,TSCA,1,5,,42,
C1X-5,TORA2,1,2,,42,
C1X-5,MIRE,1,8,,42,
C1X-5,EUDI16,1,10,,42,
C1X-5,ACRU,1,4,4,42,
C1X-5,LITU,1,3,1,42,
C1X-5,PAQU2,1,0.1,,42,
C1X-5,MOSS,1,0.1,,42,
C1X-5,EUAL,1,0.1,,42,
C1X-5,POPU4,1,0.1,,42,
C1X-5,VIAC,1,0.1,,42,
C1X-5,PRSE,1,1,1,42,
C1X-5,FT,1,30,,42,
C1X-5,TSCA,2,18,,42,
C1X-5,FT,2,18,,42,
C1X-5,BELE,3,5,,42,
C1X-5,FT,3,5,,42,
B1X-10,FRAM,1,17,2,42,
B1X-10,EUDI16,1,30,,42,
B1X-10,ACRU,1,5,6,42,
B1X-10,VIAC,1,0.1,,42,
B1X-10,ACSA,1,1,1,42,
B1X-10,MIRE,1,4,,42,
B1X-10,PAQU2,1,3,,42,
B1X-10,PRSE,1,0.1,1,42,
B1X-10,FT,1,55,,42,
B1X-10,FT,2,0,,42,
B1X-10,FT,3,0,,42,
B1X-9,TSCA,1,45,,42,
B1X-9,MIRE,1,12,,42,
B1X-9,ACRU,1,2,4,42,
B1X-9,HAVI,1,5,1,42,
B1X-9,FRAM,1,2,3,42,
B1X-9,POAC,1,0.1,,42,
B1X-9,SOCA,1,1,3,42,
B1X-9,QURU,1,0.1,1,42,
B1X-9,FT,1,50,,42,
B1X-9,HAVI,2,12,,42,
B1X-9,FT,2,12,,42,
B1X-9,FT,3,60,,42,
B1X-9,HAVI,3,60,,42,
B1X-8,UVSE,1,13,,42,
B1X-8,POAC,1,5,,42,
C1-6,DEPU2,1,35,,43,
C1-6,LITU,1,3,,43,
C1-6,UVSE,1,1,,43,
C1-6,RUPH,1,1,,43,
C1-6,FT,1,40,,43,
C1-6,HAVI,2,15,,43,
C1-6,HAVI,3,60,,43,
C1-6,FT,2,15,,43,
C1-6,FT,3,60,,43,
C1X-10,LITU,1,1,1,43,
C1X-10,POPU4,1,6,,43,
C1X-10,TORA2,1,6,,43,
C1X-10,HAVI,2,8,,43,
C1X-10,SMRA,1,2,,43,WAS POPU2 IN PREVIOUS DATA
C1X-10,HAVI,3,5,,43,
C1X-10,FT,1,15,,43,
C1X-10,FT,2,8,,43,
C1X-10,FT,3,5,,43,
C1X-9,PAQU,1,2,,43,
C1X-9,FRAM,1,10,6,43,
C1X-9,LITU,1,0.1,1,43,
C1X-9,UVSE,1,0.1,,43,
C1X-9,MOSS,1,3,,43,
C1X-9,FRAM,2,15,,43,
C1X-9,BELE,3,5,,43,
C1X-9,FT,1,15,,43,
C1X-9,FT,2,15,,43,
C1X-9,FT,3,5,,43,
C1X-8,LITU,1,4,2,43,FALLEN LOG
C1X-8,BELE,1,11,1,43,
C1X-8,POAC,1,2,,43,
C1X-8,VIAC,1,1,,43,
C1X-8,FT,1,18,,43,
C1X-8,FT,2,5,,43,
C1X-8,FT,3,3,,43,
C1X-8,LITU,2,5,,43,
C1X-8,BELE,3,3,,43,
C2X-6,ACRU,1,0.1,1,44,
C2X-6,HAVI,1,3,4,44,
C2X-6,HAVI,2,2,,44,
C2X-6,NYSY,3,25,,44,
C2X-6,FT,1,3,,44,
C2X-6,FT,2,2,,44,
C2X-6,FT,3,25,,44,
C1-10,ACRU,1,0.1,2,44,
C1-10,BELE,1,1,1,44,
C1-10,HAVI,2,3,,44,
C1-10,HAVI,3,5,,44,
C1-10,FT,1,1,,44,
C1-10,FT,2,3,,44,
C1-10,FT,3,5,,44,
C1-9,LITU,1,2,1,44,
C1-9,ACRU,1,0.1,1,44,
C1-9,DEPU2,1,15,,44,
C1-9,FT,1,17,,44,
C1-9,FT,2,0,,44,
C1-9,FT,3,10,,44,
C1-9,ACSA,3,10,,44,
C1-8,BELE,1,2,3,44,
C1-8,VIAC,1,6,,44,
C1-8,DEPU2,1,10,,44,
C1-8,SORU2,1,1,,44,
C1-8,PAQU,1,0.1,,44,
C1-8,FT,1,17,,44,
C1-8,FT,2,0,,44,
C1-8,FT,3,0,,44,
C1-7,POAC,1,6,,44,
C1-7,DEPU2,1,30,,44,
C1-7,RUPH,1,6,,44,
C1-7,ACRU,1,1,3,44,
C1-7,BELE,1,2,,44,
C1-7,LITU,1,0.1,1,44,
C1-7,BELE,2,20,,44,
C1-7,HAVI,2,8,,44,
C1-7,HAVI,3,30,,44,
C1-7,BELE,3,70,,44,
C1-7,FT,1,43,,44,
C1-7,FT,2,26,,44,
C1-7,FT,3,85,,44,
C2-5,HAVI,1,1,2,45,
C2-5,ACRU,1,0.1,4,45,
C2-5,MOSS,1,0.1,,45,
C2-5,FT,1,1,,45,
C2-5,HAVI,3,3,,45,
C2-5,FT,2,0,,45,
C2-5,FT,3,3,,45,
C2-6,ACRU,1,0.1,1,45,
C2-6,HAVI,1,0.1,1,45,
C2-6,MACA,1,0.1,,45,
C2-6,HAVI,2,0.1,,45,
C2-6,FT,1,0.1,,45,
C2-6,FT,2,0.1,,45,
C2-6,FT,3,0.1,,45,
C2X-10,ACRU,1,1,3,45,
C2X-10,NYSY,2,1,,45,
C2X-10,NYSY,3,2,,45,
C2X-10,FT,1,1,,45,
C2X-10,FT,2,1,,45,
C2X-10,FT,3,2,,45,
C2X-9,ACRU,1,5,7,45,
C2X-9,VIAC,1,3,,45,
C2X-9,MOSS,1,1,,45,
C2X-9,CADI5,1,0.1,,45,
C2X-9,UVSE,1,0.1,,45,
C2X-9,VIAC,2,1,,45,
C2X-9,FT,1,0,,45,
C2X-9,FT,2,1,,45,
C2X-9,FT,3,0,,45,
C2X-8,MOSS,1,0.1,,45,
C2X-8,FT,1,1,,45,
C2X-8,FT,2,0,,45,
C2X-8,FT,3,0,,45,
C2X-8,ACRU,1,0.1,,45,
C2X-7,HAVI,1,60,,45,
C2X-7,HAVI,2,10,,45,
C2X-7,HAVI,3,0,,45,
C2X-7,MOSS,1,0.1,,45,
C2X-7,FT,1,60,,45,
C2X-7,FT,2,10,,45,
C2X-7,FT,3,0,,45,
C2-1,POAC,1,13,,46,
C2-1,ACRU,1,2,10,46,
C2-1,BELE,1,5,3,46,
C2-1,ILVE,1,0.1,,46,
C2-1,FRAM,1,0.1,3,46,
C2-1,MOSS,1,1,,46,
C2-1,CADI5,1,0.1,,46,
C2-1,FT,1,21,,46,
C2-1,FT,2,0,,46,
C2-1,FT,3,0,,46,
C2-2,ACRU,1,5,10,46,
C2-2,POAC,1,5,,46,
C2-2,ILVE,1,2,,46,
C2-2,HAVI,1,0.1,1,46,
C2-2,BELE,1,0.1,7,46,
C2-2,MOSS,1,1,,46,
C2-2,CADI5,1,1,,46,
C2-2,CAHI,1,0.1,,46,
C2-2,FT,1,14,,46,
C2-2,FT,2,0,,46,
C2-2,FT,3,0,,46,
C2-3,ACRU,1,3,11,46,
C2-3,HAVI,1,0.1,3,46,
C2-3,VAPA,1,1,,46,
C2-3,NYSY,1,0.1,1,46,
C2-3,MOSS,1,0.1,,46,
C2-3,BELE,1,0.1,,46,
C2-3,FT,1,4,,46,
C2-3,FT,2,0,,46,
C2-3,FT,3,0,,46,
C2-4,ACRU,1,3,14,46,
C2-4,EUDI6,1,5,,46,
C2-4,HAVI,1,0.1,2,46,
C2-4,ILVE,1,0.1,,46,
C2-4,BELE,1,0.1,2,46,
C2-4,MOSS,1,0.1,,46,
C2-4,CADI5,1,0.1,,46,
C2-4,PRSE,1,0.1,2,46,
C2-4,FT,1,8,,46,
C2-4,FT,2,0,,46,
C2-4,FT,3,0,,46,
C2-10,ACRU,1,0.1,1,47,
C2-10,ACSA,1,0.1,1,47,
C2-10,PRUNUS SPP.,1,0.1,1?,47,
C2-10,FT,1,0.1,,47,
C2-10,FT,2,0,,47,
C2-10,FT,3,0,,47,
C2-9,ACRU,1,1,4,47,
C2-9,HAVI,1,0.1,1,47,
C2-9,CHMA,1,0.1,,47,
C2-9,FT,1,1,,47,
C2-9,FT,2,0,,47,
C2-9,FT,3,0,,47,
C2-8,ACRU,1,1,3,47,
C2-8,PAQU2,1,0.1,,47,
C2-8,VIAC,1,1,,47,
C2-8,HAVI,1,0.1,1,47,
C2-8,FT,1,3,,47,
C2-8,HAVI,2,35,,47,
C2-8,FT,2,35,,47,
C2-8,FT,3,0,,47,
C2-7,VAPA,1,7,,47,
C2-7,HAVI,1,4,9,47,
C2-7,UVSE,1,1,,47,
C2-7,ACRU,1,1,4,47,
C2-7,MIRE,1,0.1,,47,
C2-7,CHMA,1,0.1,,47,
C2-7,CASW,1,0.1,,47,
C2-7,MOSS,1,0.1,,47,
C2-7,UNKNOWN,1,0.1,,47,
C2-7,FT,1,11,,47,
C2-7,FT,2,0,,47,
C2-7,FT,3,0,,47,
C2X-1,ACRU,1,2,8,47,
C2X-1,FT,1,2,,47,
C2X-1,FT,2,0,,47,
C2X-1,FT,3,0,,47,
C2X-2,ACRU,1,2,8,47,
C2X-2,MIRE,1,0.1,,47,
C2X-2,HAVI,1,0.1,2,47,
C2X-2,FT,1,2,,47,
C2X-2,FT,2,0,,47,
C2X-2,NYSY,3,5,,47,
C2X-2,FT,3,5,,47,
C2X-3,ACRU,1,0.1,2,48,
C2X-3,MOSS,1,0.1,,48,
C2X-3,FT,1,1,,48,
C2X-3,NYSY,3,4,,48,
C2X-3,FT,2,0,,48,
C2X-3,FT,3,4,,48,
C2X-4,ACRU,1,0.1,2,48,
C2X-4,MOSS,1,7,,48,
C2X-4,HAVI,1,0.1,2,48,
C2X-4,FT,1,8,,48,
C2X-4,FT,2,0,,48,
C2X-4,FT,3,0,,48,
C2X-5,VIAC,1,0.1,1,48,
C2X-5,HAVI,1,0.1,2,48,
C2X-5,ACRU,1,0.1,1,48,
C2X-5,NYSY,1,0.1,1,48,
C2X-5,QUVE,1,0.1,1,48,
C2X-5,FT,1,0.1,,48,
C2X-5,NYSY,3,2,,48,
C2X-5,FT,2,0,,48,
C2X-5,FT,3,2,,48,
C1-1,LITU,1,3,1,48,
C1-1,VIAC,1,4,,48,
C1-1,BELE,1,15,1,48,
C1-1,HAVI,1,1,2,48,
C1-1,VAPA,1,4,,48,
C1-1,RUPH,1,1,,48,
C1-1,DEPU,1,2,,48,
C1-1,RUAL,1,0.1,,48,
C1-1,ACRU,1,0.1,3,48,
C1-1,FT,1,28,,48,
C1-1,BELE,2,12,,48,
C1-1,BELE,3,3,,48,
C1-1,FT,2,12,,48,
C1-1,FT,3,0,,48,
C1-2,VAPA,1,25,,48,
C1-2,LITU,1,18,5,48,
C1-2,ACRU,1,3,6,48,
C1-2,BELE,1,8,,48,
C1-2,HAVI,1,2,8,48,
C1-2,THPA,1,1,,48,
C1-2,UNKNOWN,1,0.1,,48,
C1-2,FT,1,55,,48,
C1-2,BELE,2,6,,48,
B4X-9,QUMO,1,6,4,49,
B4X-9,GABA,1,10,,49,
B4X-9,VAPA,1,5,,49,
B4X-9,ACRU,1,0.1,1,49,
B4X-9,FT,1,21,,49,
B4X-9,FT,2,0,,49,
B4X-9,FT,3,0,,49,
B4X-8,QUMO,1,2,1,49,
B4X-8,GABA,1,7,,49,
B4X-8,VAPA,1,0.1,,49,
B4X-8,MOSS,1,0.1,,49,
B4X-8,ACRU,1,0.1,2,49,
B4X-8,FT,1,9,,49,
B4X-8,FT,2,0,,49,
B4X-8,FT,3,0.1,,49,
B4X-8,HAVI,3,0.1,6,49,
B4X-7,QUMO,1,1,1,49,
B4X-7,GABA,1,5,,49,
B4X-7,MOSS,1,0.1,,49,
B4X-7,ACRU,1,0.1,3,49,
B4X-7,FT,1,6,,49,
B4X-7,FT,2,0,,49,
B4X-7,FT,3,0,,49,
B4X-6,QUMO,1,7,8,49,
B4X-6,ACRU,1,1,7,49,
B4X-6,GABA,1,3,,49,
B4X-6,VAPA,1,1,,49,
B4X-6,MOSS,1,2,,49,
B4X-6,FT,1,14,,49,
B4X-6,FT,2,0,,49,
B4X-6,FT,3,0,,49,
B4X-5,QUMO,1,2,4,49,
B4X-5,VAPA,1,3,,49,
B4X-5,GABA,1,4,,49,
B4X-5,RHPE4,1,2,,49,
B4X-5,QURU,1,1,1,49,
B4X-5,ACRU,1,0.1,1,49,
B4X-5,FT,1,12,,49,
B4X-5,FT,2,0,,49,
B4X-5,FT,3,0,,49,
B4X-4,RHPE4,1,7,,49,
B4X-4,GABA,1,1,,49,
B4X-4,HAVI,1,0.1,1,49,
B4X-4,MOSS,1,2,,49,
B4X-4,QUMO,1,1,2,49,
B4X-4,ACRU,1,0.1,2,49,
B4X-4,VAPA,1,4,,49,
B4X-4,FT,1,15,,49,
B4X-4,FT,2,0,,49,
B4X-4,FT,3,0,,49,
B4X-1,QUMO,1,2,3,50,
B4X-1,RHPH4,1,11,,50,
B4X-1,VAPA,1,4,,50,
B4X-1,ACRU,1,0.1,2,50,
B4X-1,VAST,1,1,,50,
B4X-1,FT,1,20,,50,
B4X-1,FT,2,0,,50,
B4X-1,FT,3,0,,50,
B2X-7,LOJA,1,6,,51,
B2X-7,TORA,1,6,,51,
B2X-7,BELE,1,6,,51,
B2X-7,RUID,1,0.1,,51,
B2X-7,LITU,1,0.1,,51,
B2X-7,EUAL13,1,0.1,,51,
B2X-7,FT,1,55,,51,
B2X-7,LITU,2,20,,51,
B2X-7,LITU,3,5,,51,
B2X-7,NYSY,3,5,,51,
B2X-7,FT,2,20,,51,
B2X-7,FT,2,10,,51,
C3X-1,PRSE,1,4,,51,
C3X-1,ACRU,1,0.1,1,51,
C3X-1,MOSS,1,0.1,,51,
C3X-1,FT,1,4,,51,
C3X-1,HAVI,2,2,,51,
C3X-1,FT,2,2,,51,
C3X-1,HAVI,3,90,,51,
C3X-1,FT,3,90,,51,
C3X-2,BELE,1,22,2,51,
C3X-2,MOSS,1,12,,51,
C3X-2,POPU4,1,1,,51,
C3X-2,BELE,2,2,,51,
C3X-2,HAVI,2,4,,51,
C3X-2,FT,1,30,,51,
C3X-2,FT,2,6,,51,
C3X-2,HAVI,3,70,,51,
C3X-2,FT,3,70,,51,
C3X-3,PAQU4,1,1,,51,
C3X-3,HAVI,1,1,1,51,
C3X-3,MIRE,1,0.1,,51,
C3X-3,UVSE,1,0.1,,51,
C3X-3,FT,1,2,,51,
C3X-3,HAVI,2,3,,51,
C3X-3,FT,1,3,,51,
C3X-3,HAVI,3,8,,51,
C3X-3,FT,3,8,,51,
C3X-4,PAQU4,1,2,,51,
C3X-4,CHMA,1,0.1,,51,
C3X-4,ACRU,1,0.1,1,51,
C3X-4,UVSE,1,0.1,,51,
C3X-4,HAVI,2,30,,51,
C3X-4,FT,1,2,,51,
C3X-4,FT,2,30,,52,
C3X-4,FT,3,0,,52,
C3X-5,POAC,1,1,,52,
C3X-5,MOSS,1,1,,52,
C3X-5,AGALA,1,1,,52,
C3X-5,UVSE,1,0.1,,52,
C3X-5,EUDI16,1,1,,52,
C3X-5,AMBR,1,0.1,,52,
C3X-5,ACRU,1,0.1,1,52,
C3X-5,ACPE,1,0.1,,52,
C3X-5,FT,1,3,,52,
C3X-5,HAVI,2,10,,52,
C3X-5,FT,2,10,,52,
C3X-5,FT,3,65,,52,
C3X-5,HAVI,3,65,,52,
C3-6,ACRU,1,1,5,52,
C3-6,FAGR,1,6,1,52,
C3-6,MYSTERY,1,0.1,,52,
C3-6,VAPA,1,9,,52,
C3-6,EUDI16,1,0.1,,52,
C3-6,HAVI,1,1,2,52,
C3-6,FT,1,14,,52,
C3-6,FT,2,0,,52,
C3-6,FT,3,0,,52,
C3-7,VAPA,1,8,8,52,
C3-7,HAVI,1,2,3,52,
C3-7,CHMA,1,0.1,,52,
C3-7,ACRU,1,1,,52,
C3-7,FT,1,11,,52,
C3-7,FT,2,0,,52,
C3-7,FT,3,0,,52,
C3-8,HAVI,1,0.1,1,52,
C3-8,ACRU,1,0.1,1,52,
C3-8,HAVI,2,80,,52,
C3-8,FT,1,0.1,,52,
C3-8,FT,2,80,,52,
C3-8,FT,3,0,,52,
C3-8,CHMA,1,0.1,,52,
C3-9,CHMA,1,0.1,,52,
C3-9,ACRU,1,0.1,1,52,
C3-9,UNKNOWN,1,0.1,,52,
C3-9,HAVI,1,1,,52,
C3-9,FT,1,1,,52,
C3-9,HAVI,2,50,,52,
C3-9,FT,2,50,,52,
C3-9,FT,3,0,,52,
B4-5,HAVI,1,0.1,1,53,
B4-5,QURU,1,0.1,1,53,
B4-5,GABA,1,9,,53,
B4-5,ACRU,1,0.1,1,53,
B4-5,VAPA,1,1,,53,
B4-5,MOSS,1,0.1,,53,
B4-5,FT,1,10,,53,
B4-5,HAVI,2,3,,53,
B4-5,FT,2,3,,53,
B4-5,FT,3,0,,53,
B4-4,GABA,1,12,,53,
B4-4,VAPA,1,3,,53,
B4-4,HAVI,1,1,2,53,
B4-4,FT,1,16,,53,
B4-4,FT,2,0,,53,
B4-4,FT,3,0,,53,
B4-3,GABA,1,12,,53,
B4-3,VAPA,1,4,,53,
B4-3,RHPE4,1,1,,53,
B4-3,FT,1,17,,53,
B4-3,FT,2,0,,53,
B4-3,FT,3,0,,53,
B4-2,HAVI,1,2,2,53,
B4-2,GABA,1,14,,53,
B4-2,FT,1,16,,53,
B4-2,FT,2,0,,53,
B4-2,FT,3,0,,53,
B4-1,VIAC,1,2,2,53,
B4-1,GABA,1,4,,53,
B4-1,FT,1,14,,53,
B4-1,VAPA,1,8,,53,
B4-1,FT,2,0,,53,
B4-1,FT,3,0,,53,
B4X-10,QUMO,1,4,4,53,
B4X-10,VIAC,1,4,,53,
B4X-10,GABA,1,40,,53,
B4X-10,HAVI,1,0.1,,53,
B4X-10,FT,1,48,,53,
B4X-10,FT,2,0,,53,
B4X-10,FT,3,0,,53,
C3-10,CHMA,1,0.1,,54,
C3-10,VIAC,1,2,,54,
C3-10,HAVI,2,80,,54,
C3-10,FT,1,2,,54,
C3-10,FT,2,80,,54,
C3-10,NYSY,3,20,,54,
C3-10,FT,3,20,,54,
B4-6,GABA,1,16,,54,
B4-6,QUMO,1,9,1,54,
B4-6,QUVE,1,0.1,2,54,
B4-6,FT,1,16,,54,
B4-6,FT,3,0,,54,
B4-6,FT,2,0,,54,
B4-7,GABA,1,1,,54,
B4-7,MOSS,1,1,,54,
B4-7,QUVE,1,0.1,,54,
B4-7,FT,1,2,,54,
B4-7,FT,2,0,,54,
B4-7,FT,3,0,,54,
B4-8,ACRU,1,0.1,2,54,
B4-8,MOSS,1,0.1,,54,
B4-8,UNKNOWN,1,0.1,,54,
B4-8,FT,1,0.1,,54,
B4-8,FT,2,0,,54,
B4-8,FT,3,0,,54,
B4-9,ACRU,1,0.1,2,54,
B4-9,QUVE,1,0.1,1,54,
B4-9,GABA,1,1,,54,
B4-9,MOSS,1,0.1,,54,
B4-9,FT,1,2,,54,
B4-9,ACRU,3,2,,54,
B4-9,FAGR,3,2,,54,
B4-9,FT,3,4,,54,
B4-9,FT,2,0,,54,
B4-10,GABA,1,16,,54,
B4-10,ACRU,1,0.1,1,54,
B4-10,UNKNOWN,1,0.1,,54,
B4-10,FT,1,16,,54,
B4-10,FT,2,0,,54,
B4-10,FT,3,0,,54,
B4X-1,GABA,1,3,,54,
B4X-1,MOSS,1,0.1,,54,
B4X-1,HAVI,1,1,2,54,
B4X-1,QURU,1,2,1,54,
B2X-10,HAVI,1,0.1,1,55,
B2X-10,TRPL6,1,0.1,,55,
B2X-10,BELE,1,1,1,55,
B2X-10,TORA,1,0.1,,55,
B2X-10,NYSY,1,2,,55,
B2X-10,ACRU,1,0.1,1,55,
B2X-10,FRAM,1,0.1,,55,
B2X-10,HAVI,2,40,,55,
B2X-10,ACSA,3,10,,55,
B2X-10,FT,2,40,,55,
B2X-10,HAVI,3,5,,55,
B2X-10,FT,3,15,,55,
B2X-10,FT,1,33,,55,
B2X-9,EUDI16,1,80,,55,
B2X-9,POPU4,1,4,,55,
B2X-9,LOJA,1,8,,55,
B2X-9,PAQU4,1,0.1,,55,
B2X-9,CAIM,1,0.1,,55,
B2X-9,ACPE,1,3,,55,
B2X-9,QUVE,1,0.1,1,55,
B2X-9,FRAM,1,0.1,,55,
B2X-9,EUAL13,1,0.1,,55,
B2X-9,FT,1,90,,55,
B2X-9,FT,2,0,,55,
B2X-9,FT,3,0,,55,
B2X-8,SOCA,1,6,,55,
B2X-8,EUDI16,1,25,,55,
B2X-8,RUID,1,8,,55,
B2X-8,BETH,1,4,,55,
B2X-8,PRSE,1,0.1,1,55,
B2X-8,PAQU4,1,0.1,,55,
B2X-8,NYSY,1,4,1,55,
B2X-8,LOJA,1,4,,55,
B2X-8,BELE,1,0.1,,55,
B2X-8,FT,1,50,,55,
B2X-8,LITU,2,7,,55,
B2X-8,VITIS,1,1,,55,
B2X-8,FT,2,7,,55,
B2X-8,FT,3,25,,55,
B2X-8,NYSY,3,25,,55,
B2X-7,SOCA,1,7,,55,
B2X-7,POAC,1,1,,55,
B2X-7,EUDI16,1,25,,55,
B2X-7,PAQU4,1,2,,55,
B2-3,MOSS,1,2,,56,
B2-3,NYSY,1,0.1,1,56,
B2-3,TORA,1,0.1,,56,
B2-3,BETH,1,0.1,,56,
B2-3,ACRU,1,0.1,1,56,
B2-3,FT,1,11,,56,
B2-3,FT,2,0,,56,
B2-3,NYSY,3,5,,56,
B2-3,FT,3,5,,56,
B2-6,RUAL,1,5,,56,
B2-6,FRAM,1,3,1,56,
B2-6,PAQU4,1,2,,56,
B2-6,EUDI16,1,1,,56,
B2-6,MIRE,1,2,,56,
B2-6,BETH,1,0.1,,56,
B2-6,MIVI,1,0.1,,56,
B2-6,HAVI,1,0.1,2,56,
B2-6,NYSY,1,2,3,56,
B2-6,CAIM,1,0.1,,56,
B2-6,ACRU,1,0.1,3,56,
B2-6,UNKNOWN,1,0.1,,56,POTENTIALLY RUBUS ALSO STRWABERRY
B2-6,ALPE,1,0.1,,56,
B2-6,FT,1,18,,56,
B2-6,FT,2,0,,56,
B2-6,HAVI,3,30,,56,
B2-6,FT,3,30,,56,
B2-6,RUID,1,4,,56,
B2-6,TINY MYSTERY 2,1,0.1,,56,
B2-6,MOSS,1,1,,56,
B2-8,NYSY,1,0.1,1,56,
B2-8,POAC,1,0.1,,56,
B2-8,FT,1,1,,56,
B2-8,FT,2,0,,56,
B2-8,FT,3,0,,56,
B2-9,QURU,1,0.1,0,56,
B2-9,ACRU,1,0.1,3,56,
B2-9,TORA,1,0.1,,56,
B2-9,VIPR,1,0.1,,56,
B2-9,FT,1,1,,56,
B2-9,FT,2,0,,56,
B2-9,FT,3,0,,56,
B2-5,BETH,1,12,,57,REESTABLISHED PLOT BASED ON MEMORY AND PAST DATA
B2-5,POAC,1,8,,57,
B2-5,PAQU4,1,0.1,,57,
B2-5,MOSS,1,1,,57,
B2-5,TORA2,1,0.1,,57,
B2-5,QURU,1,1,1,57,
B2-5,FRAM,1,0.1,1,57,
B2-5,FT,1,20,,57,
B2-5,HAVI,3,80,,57,
B2-5,FT,2,0,,57,
B2-5,FT,3,80,,57,
B2-7,FRAM,1,2,1,57,
B2-7,NYSY,1,1,2,57,
B2-7,ACRU,1,0.1,2,57,
B2-7,HAVI,3,60,,57,
B2-7,CAIM,1,0.1,,57,
B2-7,FT,1,4,,57,
B2-7,CAPE6,1,1,,57,
B2-7,FT,2,0,,57,
B2-7,FT,3,60,,57,
B2-10,NYSY,1,1,1,57,
B2-10,ACRU,1,0.1,1,57,
B2-10,VIPR,1,0.1,1,57,
B2-10,HAVI,2,30,,57,
B2-10,HAVI,3,65,,57,
B2-10,FT,1,1,,57,
B2-10,FT,2,30,,57,
B2-10,FT,3,65,,57,
B2X-1,EUDI16,1,9,,57,
B2X-1,TORA2,1,0.1,,57,
B2X-1,POAC,1,8,,57,
B2X-1,MIRE,1,0.1,,57,
B2X-1,HAVI,2,15,,57,
B2X-1,HAVI,3,0.1,,57,
B2X-1,FT,1,17,,57,
B2X-1,FT,2,15,,57,
B2X-1,FT,3,0.1,,57,
B1X-5,EUDI,1,4,,58,
B1X-5,MIRE,1,1,,58,
B1X-5,RHCA,1,4,1,58,
B1X-5,MOSS,1,0.1,,58,
B1X-5,ILVE,1,6,2,58,
B1X-5,FRAM,1,0.1,2,58,
B1X-5,UNKNOWN,1,0.1,,58,
B1X-5,ILVE,2,4,,58,
B1X-5,FT,1,16,,58,
B1X-5,FT,2,4,,58,
B1X-5,FT,3,0,,58,
B1X-6,VIPR,1,14,5,58,
B1X-6,PAQU4,1,4,,58,
B1X-6,GAAP2,1,0.1,,58,
B1X-6,EUAL13,1,5,,58,
B1X-6,MOSS,1,0.1,,58,
B1X-6,ARTR,1,0.1,,58,
B1X-6,TORA2,1,1,,58,
B1X-6,SOCA,1,0.1,,58,
B1X-6,FT,1,20,,58,
B1X-6,VIPR,3,30,,58,
B1X-6,FT,2,0,,58,
B1X-6,FT,3,30,,58,
B2-2,GAPA2,1,0.1,,58,
B2-2,ALPE4,1,1,,58,
B2-2,MIVI,1,0.1,,58,
B2-2,CAIM,1,0.1,,58,
B2-2,BETH,1,0.1,,58,
B2-2,NYSY,1,2,2,58,
B2-2,UVSE,1,0.1,,58,
B2-2,MOSS,1,0.1,,58,
B2-2,FRAM,1,0.1,,58,
B2-2,FT,1,5,,58,
B2-2,HAVI,3,2,,58,
B2-2,PIAB,3,2,,58,
B2-2,FT,2,0,,58,
B2-2,FT,3,4,,58,
B2-4,TORA2,1,2,,58,
B2-4,GAAP2,1,3,,58,
B2-4,VIPR,1,4,,58,
B2-4,POAC,1,0.1,,58,
B2-4,ROMU,1,1,,58,
B2-4,MIVI,1,2,,58,
B2-4,MOSS,1,1,,58,
B2-4,ARTR,1,0.1,,58,
B2-4,CAIM,1,0.1,,58,
B2-4,FT,2,0.1,,58,
B2-4,FT,3,0,,58,
B2-4,ROMU,2,0.1,,58,
B1X-9,ACRU,1,0.1,2,59,
B1X-9,MIRE,1,5,,59,
B1X-9,FRAM,1,2,2,59,
B1X-9,CAALE,1,0.1,,59,
B1X-9,GAPA3,1,0.1,,59,
B1X-9,PAQU4,1,1,,59,
B1X-9,NYSY,1,0.1,1,59,
B1X-9,ACSA,1,0.1,1,59,
B1X-9,HAVI,1,0.1,3,59,
B1X-9,MOSS,1,0.1,,59,
B1X-9,PRSE,1,0.1,1,59,
B1X-9,FT,1,22,,59,
B1X-9,EUAL13,2,0.1,,59,
B1X-9,NYSY,2,20,,59,
B1X-9,NYSY,3,16,,59,
B1X-9,FT,2,20,,59,
B1X-9,FT,3,16,,59,
B1X-7,ACRU,1,4,2,59,
B1X-7,MIRE,1,5,,59,
B1X-7,EUDI16,1,2,,59,
B1X-7,FRAM,1,4,2,59,
B1X-7,TRPL6,1,0.1,,59,
B1X-7,VIPR,1,7,7,59,
B1X-7,PAQU2,1,0.1,,59,
B1X-7,GAPA2,1,0.1,,59,
